frame,mask
494,0x0100
495,0x0100
496,0x0100
497,0x0100
498,0x0100
499,0x0100
500,0x0100
501,0x0100
502,0x0100
503,0x0100
504,0x0100
505,0x0100
506,0x0100
507,0x0100
508,0x0100
509,0x0100
510,0x0100
511,0x0100
512,0x0100
513,0x0100
514,0x0100
515,0x0100
516,0x0100
517,0x0100
518,0x0100
519,0x0100
520,0x0100
521,0x0100
522,0x0100
523,0x0100
524,0x0100
525,0x0100
526,0x0100
527,0x0100
528,0x0100
529,0x0100
530,0x0100
531,0x0100
532,0x0100
533,0x0100
534,0x0100
535,0x0100
536,0x0100
537,0x0100
538,0x0100
539,0x0100
540,0x0100
541,0x0100
542,0x0100
543,0x0100
544,0x0100
545,0x0100
546,0x0100
547,0x0100
548,0x0100
549,0x0100
550,0x0100
551,0x0100
552,0x0100
553,0x0100
554,0x0100
555,0x0100
556,0x0100
557,0x0100
558,0x0100
559,0x0100
560,0x0100
561,0x0100
562,0x0100
563,0x0100
564,0x0100
565,0x0100
566,0x0100
567,0x0100
568,0x0100
569,0x0100
570,0x0100
571,0x0100
572,0x0100
573,0x0100
574,0x0100
575,0x0100
576,0x0100
577,0x0100
578,0x0100
579,0x0100
580,0x0100
581,0x0100
582,0x0100
583,0x0100
584,0x0100
585,0x0100
586,0x0100
587,0x0100
588,0x0100
589,0x0100
590,0x0100
591,0x0100
592,0x0100
593,0x0100
594,0x0100
595,0x0100
596,0x0100
597,0x0100
598,0x0100
599,0x0100
600,0x0100
601,0x0100
602,0x0100
603,0x0100
604,0x0100
605,0x0100
606,0x0100
607,0x0100
608,0x0100
609,0x0100
610,0x0100
611,0x0100
612,0x0100
613,0x0100
614,0x0100
615,0x0100
616,0x0100
617,0x0100
618,0x0100
619,0x0100
620,0x0100
621,0x0100
622,0x0100
623,0x0100
624,0x0100
625,0x0100
626,0x0100
627,0x0100
628,0x0100
629,0x0100
630,0x0100
631,0x0100
632,0x0100
633,0x0100
634,0x0100
635,0x0100
636,0x0100
637,0x0100
638,0x0100
639,0x0100
640,0x0100
641,0x0100
642,0x0100
643,0x0100
644,0x0100
645,0x0100
646,0x0100
647,0x0100
648,0x0100
649,0x0100
650,0x0100
651,0x0100
652,0x0100
653,0x0100
654,0x0100
655,0x0100
656,0x0100
657,0x0100
658,0x0100
659,0x0100
660,0x0100
661,0x0100
662,0x0100
663,0x0100
664,0x0100
665,0x0100
666,0x0100
667,0x0100
668,0x0100
669,0x0100
670,0x0100
671,0x0100
672,0x0100
673,0x0100
674,0x0100
675,0x0100
676,0x0100
677,0x0100
678,0x0100
679,0x0100
680,0x0100
681,0x0100
682,0x0100
683,0x0100
684,0x0100
685,0x0100
686,0x0100
687,0x0100
688,0x0100
689,0x0100
690,0x0100
691,0x0100
692,0x0100
693,0x0100
694,0x0100
695,0x0100
696,0x0100
697,0x0100
698,0x0100
699,0x0100
700,0x0100
701,0x0100
702,0x0100
703,0x0100
704,0x0100
705,0x0100
706,0x0100
707,0x0100
708,0x0100
709,0x0100
710,0x0100
711,0x0100
712,0x0100
713,0x0100
714,0x0100
715,0x0100
716,0x0100
717,0x0100
718,0x0100
719,0x0100
720,0x0100
721,0x0100
722,0x0100
723,0x0100
724,0x0100
725,0x0100
726,0x0100
727,0x0100
728,0x0100
729,0x0100
730,0x0100
731,0x0100
732,0x0100
733,0x0100
734,0x0100
735,0x0100
736,0x0100
737,0x0100
738,0x0100
739,0x0100
740,0x0100
741,0x0100
742,0x0100
743,0x0100
744,0x0100
745,0x0100
746,0x0100
747,0x0100
748,0x0100
749,0x0100
750,0x0100
751,0x0100
752,0x0100
753,0x0100
754,0x0100
755,0x0100
756,0x0100
757,0x0100
758,0x0100
759,0x0100
760,0x0100
761,0x0100
762,0x0100
763,0x0100
764,0x0100
765,0x0100
766,0x0100
767,0x0100
768,0x0100
769,0x0100
770,0x0100
771,0x0100
772,0x0100
773,0x0100
774,0x0100
775,0x0100
776,0x0100
777,0x0100
778,0x0100
779,0x0100
780,0x0100
781,0x0100
782,0x0100
783,0x0100
784,0x0100
785,0x0100
786,0x0100
787,0x0100
788,0x0100
789,0x0100
790,0x0100
791,0x0100
792,0x0100
793,0x0100
794,0x0100
795,0x0100
796,0x0100
797,0x0100
798,0x0100
799,0x0100
800,0x0100
801,0x0100
802,0x0100
803,0x0100
804,0x0100
805,0x0100
806,0x0100
807,0x0100
808,0x0100
809,0x0100
810,0x0100
811,0x0100
812,0x0100
813,0x0100
814,0x0100
815,0x0100
816,0x0100
817,0x0100
818,0x0100
819,0x0100
820,0x0100
821,0x0100
822,0x0100
823,0x0100
824,0x0100
825,0x0100
826,0x0100
827,0x0100
828,0x0100
829,0x0100
830,0x0100
831,0x0100
832,0x0100
833,0x0100
834,0x0100
835,0x0100
836,0x0100
837,0x0100
838,0x0100
839,0x0100
840,0x0100
841,0x0100
842,0x0100
843,0x0100
844,0x0100
845,0x0100
846,0x0100
847,0x0100
848,0x0100
849,0x0100
850,0x0100
851,0x0100
852,0x0100
853,0x0100
854,0x0100
855,0x0100
856,0x0100
857,0x0100
858,0x0100
859,0x0100
860,0x0100
861,0x0100
862,0x0100
863,0x0100
864,0x0100
865,0x0100
866,0x0100
867,0x0100
868,0x0100
869,0x0100
870,0x0100
871,0x0100
872,0x0100
873,0x0100
874,0x0100
875,0x0100
876,0x0100
877,0x0100
878,0x0100
879,0x0100
880,0x0100
881,0x0100
882,0x0100
883,0x0100
884,0x0100
885,0x0100
886,0x0100
887,0x0100
888,0x0100
889,0x0100
890,0x0100
891,0x0100
892,0x0100
893,0x0100
894,0x0100
895,0x0100
896,0x0100
897,0x0100
898,0x0100
899,0x0100
900,0x0100
901,0x0100
902,0x0100
903,0x0100
904,0x0100
905,0x0100
906,0x0100
907,0x0100
908,0x0100
909,0x0100
910,0x0100
911,0x0100
912,0x0100
913,0x0100
914,0x0100
915,0x0100
916,0x0100
917,0x0100
918,0x0100
919,0x0100
920,0x0100
921,0x0100
922,0x0100
923,0x0100
924,0x0100
925,0x0100
926,0x0100
927,0x0100
928,0x0100
929,0x0100
930,0x0100
931,0x0100
932,0x0100
933,0x0100
934,0x0100
935,0x0100
936,0x0100
937,0x0100
938,0x0100
939,0x0100
940,0x0100
941,0x0100
942,0x0100
943,0x0100
944,0x0100
945,0x0100
946,0x0100
947,0x0100
948,0x0100
949,0x0100
950,0x0100
951,0x0100
952,0x0100
953,0x0100
954,0x0100
955,0x0100
956,0x0100
957,0x0100
958,0x0100
959,0x0100
960,0x0100
961,0x0100
962,0x0100
963,0x0100
964,0x0100
965,0x0100
966,0x0100
967,0x0100
968,0x0100
969,0x0100
970,0x0100
971,0x0100
972,0x0100
973,0x0100
974,0x0100
975,0x0100
976,0x0100
977,0x0100
978,0x0100
979,0x0100
980,0x0100
981,0x0100
982,0x0100
983,0x0100
984,0x0100
985,0x0100
986,0x0100
987,0x0100
988,0x0100
989,0x0100
990,0x0100
991,0x0100
992,0x0100
993,0x0100
994,0x0100
995,0x0100
996,0x0100
997,0x0100
998,0x0100
999,0x0100
1000,0x0100
1001,0x0100
1002,0x0100
1003,0x0100
1004,0x0100
1005,0x0100
1006,0x0100
1007,0x0100
1008,0x0100
1009,0x0100
1010,0x0100
1011,0x0100
1012,0x0100
1013,0x0100
1014,0x0100
1015,0x0100
1016,0x0100
1017,0x0100
1018,0x0100
1019,0x0100
1020,0x0100
1021,0x0100
1022,0x0100
1023,0x0100
1024,0x0100
1025,0x0100
1026,0x0100
1027,0x0100
1028,0x0100
1029,0x0100
1030,0x0100
1031,0x0100
1032,0x0100
1033,0x0100
1034,0x0100
1035,0x0100
1036,0x0100
1037,0x0100
1038,0x0100
1039,0x0100
1040,0x0100
1041,0x0100
1042,0x0100
1043,0x0100
1044,0x0100
1045,0x0100
1046,0x0100
1047,0x0100
1048,0x0100
1049,0x0100
1050,0x0100
1051,0x0100
1052,0x0100
1053,0x0100
1054,0x0100
1055,0x0100
1056,0x0100
1057,0x0100
1058,0x0100
1059,0x0100
1060,0x0100
1061,0x0100
1062,0x0100
1063,0x0100
1064,0x0100
1065,0x0100
1066,0x0100
1067,0x0100
1068,0x0100
1069,0x0100
1070,0x0100
1071,0x0100
1072,0x0100
1073,0x0100
1074,0x0100
1075,0x0100
1076,0x0100
1077,0x0100
1078,0x0100
1079,0x0100
1080,0x0100
1081,0x0100
1082,0x0100
1083,0x0100
1084,0x0100
1085,0x0100
1086,0x0100
1087,0x0100
1088,0x0100
1089,0x0100
1090,0x0100
1091,0x0100
1092,0x0100
1093,0x0100
1094,0x0100
1095,0x0100
1096,0x0100
1097,0x0100
1098,0x0100
1099,0x0100
1100,0x0100
1101,0x0100
1102,0x0100
1103,0x0100
1104,0x0100
1105,0x0100
1106,0x0100
1107,0x0100
1108,0x0100
1109,0x0100
1110,0x0100
1111,0x0100
1112,0x0100
1113,0x0100
1114,0x0100
1115,0x0100
1116,0x0100
1117,0x0100
1118,0x0100
1119,0x0100
1120,0x0100
1121,0x0100
1122,0x0100
1123,0x0100
1124,0x0100
1125,0x0100
1126,0x0100
1127,0x0100
1128,0x0100
1129,0x0100
1130,0x0100
1131,0x0100
1132,0x0100
1133,0x0100
1134,0x0100
1135,0x0100
1136,0x0100
1137,0x0100
1138,0x0100
1139,0x0100
1140,0x0100
1141,0x0100
1142,0x0100
1143,0x0100
1144,0x0100
1145,0x0100
1146,0x0100
1147,0x0100
1148,0x0100
1149,0x0100
1150,0x0100
1151,0x0100
1152,0x0100
1153,0x0100
1154,0x0100
1155,0x0100
1156,0x0100
1157,0x0100
1158,0x0100
1159,0x0100
1160,0x0100
1161,0x0100
1162,0x0100
1163,0x0100
1164,0x0100
1165,0x0100
1166,0x0100
1167,0x0100
1168,0x0100
1169,0x0100
1170,0x0100
1171,0x0100
1172,0x0100
1173,0x0100
1174,0x0100
1175,0x0100
1176,0x0100
1177,0x0100
1178,0x0100
1179,0x0100
1180,0x0100
1181,0x0100
1182,0x0100
1183,0x0100
1184,0x0100
1185,0x0100
1186,0x0100
1187,0x0100
1188,0x0100
1189,0x0100
1190,0x0100
1191,0x0100
1192,0x0100
1193,0x0100
1194,0x0100
1195,0x0100
1196,0x0100
1197,0x0100
1198,0x0100
1199,0x0100
1200,0x0100
1201,0x0100
1202,0x0100
1203,0x0100
1204,0x0100
1205,0x0100
1206,0x0100
1207,0x0100
1208,0x0100
1209,0x0100
1210,0x0100
1211,0x0100
1212,0x0100
1213,0x0100
1214,0x0100
1215,0x0100
1216,0x0100
1217,0x0100
1218,0x0100
1219,0x0100
1220,0x0100
1221,0x0100
1222,0x0100
1223,0x0100
1224,0x0100
1225,0x0100
1226,0x0100
1227,0x0100
1228,0x0100
1229,0x0100
1230,0x0100
1231,0x0100
1232,0x0100
1233,0x0100
1234,0x0100
1235,0x0100
1236,0x0100
1237,0x0100
1238,0x0100
1239,0x0100
1240,0x0100
1241,0x0100
1242,0x0100
1243,0x0100
1244,0x0100
1245,0x0100
1246,0x0100
1247,0x0100
1248,0x0100
1249,0x0100
1250,0x0100
1251,0x0100
1252,0x0100
1253,0x0100
1254,0x0100
1255,0x0100
1256,0x0100
1257,0x0100
1258,0x0100
1259,0x0100
1260,0x0100
1261,0x0100
1262,0x0100
1263,0x0100
1264,0x0100
1265,0x0100
1266,0x0100
1267,0x0100
1268,0x0100
1269,0x0100
1270,0x0100
1271,0x0100
1272,0x0100
1273,0x0100
1274,0x0100
1275,0x0100
1276,0x0100
1277,0x0100
1278,0x0100
1279,0x0100
1280,0x0100
1281,0x0100
1282,0x0100
1283,0x0100
1284,0x0100
1285,0x0100
1286,0x0100
1287,0x0100
1288,0x0100
1289,0x0100
1290,0x0100
1291,0x0100
1292,0x0100
1293,0x0100
1294,0x0100
1295,0x0100
1296,0x0100
1297,0x0100
1298,0x0100
1299,0x0100
1300,0x0100
1301,0x0100
1302,0x0100
1303,0x0100
1304,0x0100
1305,0x0100
1306,0x0100
1307,0x0100
1308,0x0100
1309,0x0100
1310,0x0100
1311,0x0100
1312,0x0100
1313,0x0100
1314,0x0100
1315,0x0100
1316,0x0100
1317,0x0100
1318,0x0100
1319,0x0100
1320,0x0100
1321,0x0100
1322,0x0100
1323,0x0100
1324,0x0100
1325,0x0100
1326,0x0100
1327,0x0100
1328,0x0100
1329,0x0100
1330,0x0100
1331,0x0100
1332,0x0100
1333,0x0100
1334,0x0100
1335,0x0100
1336,0x0100
1337,0x0100
1338,0x0100
1339,0x0100
1340,0x0100
1341,0x0100
1342,0x0100
1343,0x0100
1344,0x0100
1345,0x0100
1346,0x0100
1347,0x0100
1348,0x0100
1349,0x0100
1350,0x0100
1351,0x0100
1352,0x0100
1353,0x0100
1354,0x0100
1355,0x0100
1356,0x0100
1357,0x0100
1358,0x0100
1359,0x0100
1360,0x0100
1361,0x0100
1362,0x0100
1363,0x0100
1364,0x0100
1365,0x0100
1366,0x0100
1367,0x0100
1368,0x0100
1369,0x0100
1370,0x0100
1371,0x0100
1372,0x0100
1373,0x0100
1374,0x0100
1375,0x0100
1376,0x0100
1377,0x0100
1378,0x0100
1379,0x0100
1380,0x0100
1381,0x0100
1382,0x0100
1383,0x0100
1384,0x0100
1385,0x0100
1386,0x0100
1387,0x0100
1388,0x0100
1389,0x0100
1390,0x0100
1391,0x0100
1392,0x0100
1393,0x0100
1394,0x0100
1395,0x0100
1396,0x0100
1397,0x0100
1398,0x0100
1399,0x0100
1400,0x0100
1401,0x0100
1402,0x0100
1403,0x0100
1404,0x0100
1405,0x0100
1406,0x0100
1407,0x0100
1408,0x0100
1409,0x0100
1410,0x0100
1411,0x0100
1412,0x0100
1413,0x0100
1414,0x0100
1415,0x0100
1416,0x0100
1417,0x0100
1418,0x0100
1419,0x0100
1420,0x0100
1421,0x0100
1422,0x0100
1423,0x0100
1424,0x0100
1425,0x0100
1426,0x0100
1427,0x0100
1428,0x0100
1429,0x0100
1430,0x0100
1431,0x0100
1432,0x0100
1433,0x0100
1434,0x0100
1435,0x0100
1436,0x0100
1437,0x0100
1438,0x0100
1439,0x0100
1440,0x0100
1441,0x0100
1442,0x0100
1443,0x0100
1444,0x0100
1445,0x0100
1446,0x0100
1447,0x0100
1448,0x0100
1449,0x0100
1450,0x0100
1451,0x0100
1452,0x0100
1453,0x0100
1454,0x0100
1455,0x0100
1456,0x0100
1457,0x0100
1458,0x0100
1459,0x0100
1460,0x0100
1461,0x0100
1462,0x0100
1463,0x0100
1464,0x0100
1465,0x0100
1466,0x0100
1467,0x0100
1468,0x0100
1469,0x0100
1470,0x0100
1471,0x0100
1472,0x0100
1473,0x0100
1474,0x0100
1475,0x0100
1476,0x0100
1477,0x0100
1478,0x0100
1479,0x0100
1480,0x0100
1481,0x0100
1482,0x0100
1483,0x0100
1484,0x0100
1485,0x0100
1486,0x0100
1487,0x0100
1488,0x0100
1489,0x0100
1490,0x0100
1491,0x0100
1492,0x0100
1493,0x0100
1494,0x0100
1495,0x0100
1496,0x0100
1497,0x0100
1498,0x0100
1499,0x0100
1500,0x0100
1501,0x0100
1502,0x0100
1503,0x0100
1504,0x0100
1505,0x0100
1506,0x0100
1507,0x0100
1508,0x0100
1509,0x0100
1510,0x0100
1511,0x0100
1512,0x0100
1513,0x0100
1514,0x0100
1515,0x0100
1516,0x0100
1517,0x0100
1518,0x0100
1519,0x0100
1520,0x0100
1521,0x0100
1522,0x0100
1523,0x0100
1524,0x0100
1525,0x0100
1526,0x0100
1527,0x0100
1528,0x0100
1529,0x0100
1530,0x0100
1531,0x0100
1532,0x0100
1533,0x0100
1534,0x0100
1535,0x0100
1536,0x0100
1537,0x0100
1538,0x0100
1539,0x0100
1540,0x0100
1541,0x0100
1542,0x0100
1543,0x0100
1544,0x0100
1545,0x0100
1546,0x0100
1547,0x0100
1548,0x0100
1549,0x0100
1550,0x0100
1551,0x0100
1552,0x0100
1553,0x0100
1554,0x0100
1555,0x0100
1556,0x0100
1557,0x0100
1558,0x0100
1559,0x0100
1560,0x0100
1561,0x0100
1562,0x0100
1563,0x0100
1564,0x0100
1565,0x0100
1566,0x0100
1567,0x0100
1568,0x0100
1569,0x0100
1570,0x0100
1571,0x0100
1572,0x0100
1573,0x0100
1574,0x0100
1575,0x0100
1576,0x0100
1577,0x0100
1578,0x0100
1579,0x0100
1580,0x0100
1581,0x0100
1582,0x0100
1583,0x0100
1584,0x0100
1585,0x0100
1586,0x0100
1587,0x0100
1588,0x0100
1589,0x0100
1590,0x0100
1591,0x0100
1592,0x0100
1593,0x0100
1594,0x0100
1595,0x0100
1596,0x0100
1597,0x0100
1598,0x0100
1599,0x0100
1600,0x0100
1601,0x0100
1602,0x0100
1603,0x0100
1604,0x0100
1605,0x0100
1606,0x0100
1607,0x0100
1608,0x0100
1609,0x0100
1610,0x0100
1611,0x0100
1612,0x0100
1613,0x0100
1614,0x0100
1615,0x0100
1616,0x0100
1617,0x0100
1618,0x0100
1619,0x0100
1620,0x0100
1621,0x0100
1622,0x0100
1623,0x0100
1624,0x0100
1625,0x0100
1626,0x0100
1627,0x0100
1628,0x0100
1629,0x0100
1630,0x0100
1631,0x0100
1632,0x0100
1633,0x0100
1634,0x0100
1635,0x0100
1636,0x0100
1637,0x0100
1638,0x0100
1639,0x0100
1640,0x0100
1641,0x0100
1642,0x0100
1643,0x0100
1644,0x0100
1645,0x0100
1646,0x0100
1647,0x0100
1648,0x0100
1649,0x0100
1650,0x0100
1651,0x0100
1652,0x0100
1653,0x0100
1654,0x0100
1655,0x0100
1656,0x0100
1657,0x0100
1658,0x0100
1659,0x0100
1660,0x0100
1661,0x0100
1662,0x0100
1663,0x0100
1664,0x0100
1665,0x0100
1666,0x0100
1667,0x0100
1668,0x0100
1669,0x0100
1670,0x0100
1671,0x0100
1672,0x0100
1673,0x0100
1674,0x0100
1675,0x0100
1676,0x0100
1677,0x0100
1678,0x0100
1679,0x0100
1680,0x0100
1681,0x0100
1682,0x0100
1683,0x0100
1684,0x0100
1685,0x0100
1686,0x0100
1687,0x0100
1688,0x0100
1689,0x0100
1690,0x0100
1691,0x0100
1692,0x0100
1693,0x0100
1694,0x0100
1695,0x0100
1696,0x0100
1697,0x0100
1698,0x0100
1699,0x0100
1700,0x0100
1701,0x0100
1702,0x0100
1703,0x0100
1704,0x0100
1705,0x0100
1706,0x0100
1707,0x0100
1708,0x0100
1709,0x0100
1710,0x0100
1711,0x0100
1712,0x0100
1713,0x0100
1714,0x0100
1715,0x0100
1716,0x0100
1717,0x0100
1718,0x0100
1719,0x0100
1720,0x0100
1721,0x0100
1722,0x0100
1723,0x0100
1724,0x0100
1725,0x0100
1726,0x0100
1727,0x0100
1728,0x0100
1729,0x0100
1730,0x0100
1731,0x0100
1732,0x0100
1733,0x0100
1734,0x0100
1735,0x0100
1736,0x0100
1737,0x0100
1738,0x0100
1739,0x0100
1740,0x0100
1741,0x0100
1742,0x0100
1743,0x0100
1744,0x0100
1745,0x0100
1746,0x0100
1747,0x0100
1748,0x0100
1749,0x0100
1750,0x0100
1751,0x0100
1752,0x0100
1753,0x0100
1754,0x0100
1755,0x0100
1756,0x0100
1757,0x0100
1758,0x0100
1759,0x0100
1760,0x0100
1761,0x0100
1762,0x0100
1763,0x0100
1764,0x0100
1765,0x0100
1766,0x0100
1767,0x0100
1768,0x0100
1769,0x0100
1770,0x0100
1771,0x0100
1772,0x0100
1773,0x0100
1774,0x0100
1775,0x0100
1776,0x0100
1777,0x0100
1778,0x0100
1779,0x0100
1780,0x0100
1781,0x0100
1782,0x0100
1783,0x0100
1784,0x0100
1785,0x0100
1786,0x0100
1787,0x0100
1788,0x0100
1789,0x0100
1790,0x0100
1791,0x0100
1792,0x0100
1793,0x0100
1794,0x0100
1795,0x0100
1796,0x0100
1797,0x0100
1798,0x0100
1799,0x0100
1800,0x0100
1801,0x0100
1802,0x0100
1803,0x0100
1804,0x0100
1805,0x0100
1806,0x0100
1807,0x0100
1808,0x0100
1809,0x0100
1810,0x0100
1811,0x0100
1812,0x0100
1813,0x0100
1814,0x0100
1815,0x0100
1816,0x0100
1817,0x0100
1818,0x0100
1819,0x0100
1820,0x0100
1821,0x0100
1822,0x0100
1823,0x0100
1824,0x0100
1825,0x0100
1826,0x0100
1827,0x0100
1828,0x0100
1829,0x0100
1830,0x0100
1831,0x0100
1832,0x0100
1833,0x0100
1834,0x0100
1835,0x0100
1836,0x0100
1837,0x0100
1838,0x0100
1839,0x0100
1840,0x0100
1841,0x0100
1842,0x0100
1843,0x0100
1844,0x0100
1845,0x0100
1846,0x0100
1847,0x0100
1848,0x0100
1849,0x0100
1850,0x0100
1851,0x0100
1852,0x0100
1853,0x0100
1854,0x0100
1855,0x0100
1856,0x0100
1857,0x0100
1858,0x0100
1859,0x0100
1860,0x0100
1861,0x0100
1862,0x0100
1863,0x0100
1864,0x0100
1865,0x0100
1866,0x0100
1867,0x0100
1868,0x0100
1869,0x0100
1870,0x0100
1871,0x0100
1872,0x0100
